DR_NO,Date_Rptd,DATE_OCC,TIME_OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241516122,12/20/2024 0:00,12/19/2024 0:00,1400,15,N Hollywood,1543,1,330,BURGLARY FROM VEHICLE,344,32,M,V,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,5200    WILKINSON                    AV,,34.1649,-118.4042
240812632,12/20/2024 0:00,12/19/2024 0:00,1730,8,West LA,849,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 1602,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,341,,,,1000 S  HOLT                         AV,,34.0594,-118.3783
240412222,12/19/2024 0:00,12/18/2024 0:00,1800,4,Hollenbeck,469,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,31,F,H,101,STREET,,,IC,Invest Cont,745,,,,3400 E  4TH                          ST,,34.034,-118.1969
240317128,12/19/2024 0:00,12/18/2024 0:00,1025,3,Southwest,331,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,53,M,W,124,BUS STOP,,,IC,Invest Cont,440,,,,2600 S  LA BREA                      AV,,34.0321,-118.3512
241012885,12/21/2024 0:00,12/18/2024 0:00,1955,10,West Valley,1024,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,45,M,H,145,MAIL BOX,,,IC,Invest Cont,440,,,,6600    RESEDA                       BL,,34.1958,-118.5399
240614025,12/18/2024 0:00,12/18/2024 0:00,830,6,Hollywood,645,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1501,51,F,H,405,CLOTHING STORE,,,IC,Invest Cont,440,,,,7000    HOLLYWOOD                    BL,,34.1015,-118.3417
241112965,12/29/2024 0:00,12/18/2024 0:00,1005,11,Northeast,1142,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1700 N  VERMONT                      AV,,34.1019,-118.2918
251004063,1/17/2025 0:00,12/18/2024 0:00,1230,10,West Valley,1037,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,59,M,H,101,STREET,,,IC,Invest Cont,341,,,,6500    LOUISE                       AV,,34.1894,-118.5098
250304024,12/18/2024 0:00,12/18/2024 0:00,745,3,Southwest,337,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,29,M,A,116,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,3000    RAYMOND                      AV,,34.0273,-118.298
240412226,12/18/2024 0:00,12/18/2024 0:00,1850,4,Hollenbeck,442,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,27,F,H,301,GAS STATION,,,IC,Invest Cont,442,,,,1800    MARENGO                      ST,,34.0586,-118.2119
240122812,12/19/2024 0:00,12/18/2024 0:00,1950,1,Central,132,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,22,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,400 W  2ND                          ST,,34.0531,-118.2478
240614035,12/19/2024 0:00,12/18/2024 0:00,1215,6,Hollywood,668,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,32,F,O,101,STREET,,,IC,Invest Cont,330,,,,WESTERN,LA MIRADA,34.0939,-118.3092
251404049,12/23/2024 0:00,12/18/2024 0:00,710,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,34,F,W,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,500    WORLD                        WY,,33.9427,-118.4049
241415995,12/20/2024 0:00,12/18/2024 0:00,2000,14,Pacific,1426,1,330,BURGLARY FROM VEHICLE,1300 0344 1822 0358,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,3400    SAWTELLE                     BL,,34.0203,-118.4266
251404107,12/27/2024 0:00,12/18/2024 0:00,1744,14,Pacific,1485,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,8600 S  SEPULVEDA                    BL,,33.9579,-118.402
240122809,12/18/2024 0:00,12/18/2024 0:00,1,1,Central,162,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,33,F,B,744,HIGH-RISE BUILDING,,,IC,Invest Cont,330,,,,800 S  OLIVE                        ST,,34.0452,-118.2569
241611948,12/21/2024 0:00,12/18/2024 0:00,1400,16,Foothill,1681,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,109,PARK/PLAYGROUND,,,IC,Invest Cont,341,,,,8700    SHARP                        AV,,34.2278,-118.4051
240614106,12/26/2024 0:00,12/18/2024 0:00,1700,6,Hollywood,637,1,330,BURGLARY FROM VEHICLE,1300 1822 0344 1609,34,M,W,101,STREET,,,IC,Invest Cont,330,,,,1700    ARGYLE                       AV,,34.1016,-118.3252
251404091,12/19/2024 0:00,12/18/2024 0:00,1100,14,Pacific,1463,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,33,F,W,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,5500    WESTLAWN                     AV,,33.981,-118.4149
242014107,12/20/2024 0:00,12/18/2024 0:00,825,20,Olympic,2088,2,354,THEFT OF IDENTITY,0100 0917 1822,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1600    ARAPAHOE                     ST,,34.0441,-118.2853
241112951,12/29/2024 0:00,12/18/2024 0:00,1610,11,Northeast,1136,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,57,M,H,710,OTHER PREMISE,,,IC,Invest Cont,420,,,,900    ONEONTA                      DR,,34.1125,-118.2161
242113824,12/19/2024 0:00,12/18/2024 0:00,1730,21,Topanga,2185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,36,F,F,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,22100    VENTURA                      BL,,34.1686,-118.6086
241516052,12/18/2024 0:00,12/18/2024 0:00,1930,15,N Hollywood,1532,1,330,BURGLARY FROM VEHICLE,0344 0386,38,F,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,330,,,,5900    WHITSETT                     AV,,34.1775,-118.4053
240122827,12/19/2024 0:00,12/18/2024 0:00,1745,1,Central,159,1,330,BURGLARY FROM VEHICLE,0344 1307,27,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,1300 E  6TH                          ST,,34.0382,-118.2356
240317114,12/18/2024 0:00,12/18/2024 0:00,830,3,Southwest,328,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 1266 0377 2032,71,M,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,600 W  28TH                         ST,,34.0261,-118.2774
241815504,12/28/2024 0:00,12/18/2024 0:00,1435,18,Southeast,1827,2,354,THEFT OF IDENTITY,0917 1822,49,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9700    BEACH                        ST,,33.9482,-118.2419
241218249,12/18/2024 0:00,12/18/2024 0:00,1314,12,77th Street,1203,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,53,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,5000 S  GRAMERCY                     PL,,33.998,-118.3139
240218227,12/19/2024 0:00,12/18/2024 0:00,2300,2,Rampart,246,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 1609 0329,0,X,X,503,HOTEL,,,IC,Invest Cont,740,,,,600 S  WESTLAKE                     AV,,34.0598,-118.2734
241516116,12/19/2024 0:00,12/18/2024 0:00,1735,15,N Hollywood,1581,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,35,M,B,101,STREET,,,IC,Invest Cont,331,,,,12300    MOORPARK                     ST,,34.1504,-118.4009
240513368,12/19/2024 0:00,12/18/2024 0:00,1242,5,Harbor,531,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394 0344,37,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1500    260TH                        ST,,33.7868,-118.3028
240913787,12/23/2024 0:00,12/18/2024 0:00,1420,9,Van Nuys,904,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,53,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,14900    RAYMER                       ST,,34.2131,-118.4584
240122833,12/19/2024 0:00,12/18/2024 0:00,2030,1,Central,174,1,330,BURGLARY FROM VEHICLE,0344 1307,26,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 S  LOS ANGELES                  ST,,34.0426,-118.2528
240412228,12/18/2024 0:00,12/18/2024 0:00,1750,4,Hollenbeck,442,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,27,F,H,301,GAS STATION,,,IC,Invest Cont,442,,,,1800    MARENGO                      ST,,34.0586,-118.2119
240913726,12/19/2024 0:00,12/18/2024 0:00,1742,9,Van Nuys,904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1501,22,M,H,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,7900 N  SEPULVEDA                    BL,,34.2141,-118.4662
240317125,12/18/2024 0:00,12/18/2024 0:00,2215,3,Southwest,338,2,662,"BUNCO, GRAND THEFT",1822 1251 0344 0701 0800,19,F,A,102,SIDEWALK,,,IC,Invest Cont,662,,,,3100    MCCLINTOCK                   AV,,34.0274,-118.285
242113797,12/18/2024 0:00,12/18/2024 0:00,505,21,Topanga,2143,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1202,63,M,W,101,STREET,,,IC,Invest Cont,331,,,,6900    DANNYBOYAR                   AV,,34.1946,-118.6304
241516055,12/19/2024 0:00,12/18/2024 0:00,2030,15,N Hollywood,1585,1,330,BURGLARY FROM VEHICLE,0344 1307 0386 1822 1306,27,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,10900    BLUFFSIDE                    DR,,34.1412,-118.3681
241315660,12/19/2024 0:00,12/18/2024 0:00,1825,13,Newton,1309,1,330,BURGLARY FROM VEHICLE,344,31,F,B,101,STREET,,,IC,Invest Cont,330,,,,700    WILSON                       ST,,34.0347,-118.2339
241415991,12/18/2024 0:00,12/18/2024 0:00,1330,14,Pacific,1425,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,40,F,B,108,PARKING LOT,,,IC,Invest Cont,341,,,,11600    NATIONAL                     BL,,34.0237,-118.4366
240812640,12/18/2024 0:00,12/18/2024 0:00,1838,8,West LA,807,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,57,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,1800 N  BEVERLY GLEN                 BL,,34.1035,-118.4456
240513363,12/19/2024 0:00,12/18/2024 0:00,2200,5,Harbor,564,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,42,F,B,101,STREET,,,IC,Invest Cont,740,,,,300 S  CENTRE                       ST,,33.7415,-118.2836
242113815,12/19/2024 0:00,12/18/2024 0:00,2300,21,Topanga,2185,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,54,F,W,101,STREET,,,IC,Invest Cont,331,,,,22100    BUENA VENTURA                ST,,34.1552,-118.6079
241112968,12/29/2024 0:00,12/18/2024 0:00,1900,11,Northeast,1133,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,63,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,331,,,,3400    GLENHURST                    AV,,34.114,-118.2602
241112927,12/27/2024 0:00,12/18/2024 0:00,2050,11,Northeast,1143,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,55,M,W,104,DRIVEWAY,,,IC,Invest Cont,440,,,,3800    CLAYTON                      AV,,34.0999,-118.2763
240812631,12/19/2024 0:00,12/18/2024 0:00,1800,8,West LA,895,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1822 1605,46,M,W,101,STREET,,,IC,Invest Cont,331,,,,10200    DUNLEER                      DR,,34.0354,-118.4074
250804050,12/19/2024 0:00,12/18/2024 0:00,1930,8,West LA,809,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344 1822,29,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,3000    FRANKLIN CANYON              DR,,34.1276,-118.4084
251804088,12/19/2024 0:00,12/18/2024 0:00,2000,18,Southeast,1831,1,330,BURGLARY FROM VEHICLE,1202 1822 0329,59,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,500 W  121ST                        ST,,33.9225,-118.2828
240122829,12/19/2024 0:00,12/18/2024 0:00,2000,1,Central,135,1,330,BURGLARY FROM VEHICLE,0344 1307,29,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,300 S  MAIN                         ST,,34.0495,-118.2459
251404014,12/18/2024 0:00,12/18/2024 0:00,1617,14,Pacific,1407,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,34,F,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,MOTOR,VENICE,34.0205,-118.404
240317139,12/20/2024 0:00,12/18/2024 0:00,1801,3,Southwest,316,2,354,THEFT OF IDENTITY,0100 0928 1822,51,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 W  25TH                         ST,,34.0337,-118.3032
240713364,12/23/2024 0:00,12/18/2024 0:00,1600,7,Wilshire,724,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,27,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,7600    BEVERLY                      BL,,34.0762,-118.3555
240913792,12/22/2024 0:00,12/18/2024 0:00,1801,9,Van Nuys,904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,14900    RAYMER                       ST,,34.2131,-118.4584
242014151,12/22/2024 0:00,12/18/2024 0:00,1220,20,Olympic,2027,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394 1822,61,M,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,500 S  KENMORE                      AV,,34.0654,-118.2966
240218212,12/20/2024 0:00,12/18/2024 0:00,1135,2,Rampart,237,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,X,X,707,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,LOMA,CROWN HILL                   AV,34.0614,-118.2653
240218302,12/28/2024 0:00,12/18/2024 0:00,203,2,Rampart,211,1,330,BURGLARY FROM VEHICLE,1609 1307 1822 0344 1300,42,F,F,101,STREET,,,IC,Invest Cont,330,,,,500 N  MARIPOSA                     AV,,34.079,-118.2992
241012863,12/18/2024 0:00,12/18/2024 0:00,1500,10,West Valley,1088,2,354,THEFT OF IDENTITY,1822 0930,25,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,16600    ADLON                        RD,,34.1532,-118.4983
242014131,12/18/2024 0:00,12/18/2024 0:00,1220,20,Olympic,2024,1,330,BURGLARY FROM VEHICLE,0344 0352 1221 1822 1605,42,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,500 S  HOBART                       BL,,34.0653,-118.3053
240513355,12/18/2024 0:00,12/18/2024 0:00,1810,5,Harbor,518,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,200 E  PACIFIC COAST                HY,,33.798,-118.2604
240122857,12/20/2024 0:00,12/18/2024 0:00,1840,1,Central,138,1,352,PICKPOCKET,344,19,F,H,102,SIDEWALK,,,IC,Invest Cont,352,,,,2ND                          ST,SAN PEDRO,34.0493,-118.2417
240913804,12/25/2024 0:00,12/18/2024 0:00,1200,9,Van Nuys,989,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1602,28,M,O,101,STREET,,,IC,Invest Cont,331,,,,MOORPARK,STERN                        AV,34.1504,-118.4355
241913813,12/19/2024 0:00,12/18/2024 0:00,1600,19,Mission,1901,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,0,X,X,101,STREET,,,IC,Invest Cont,331,,,,16400    NICKLAUS                     DR,,34.3254,-118.4881
241913816,12/18/2024 0:00,12/18/2024 0:00,529,19,Mission,1998,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,23,M,H,101,STREET,,,IC,Invest Cont,420,,,,14200    LANARK                       ST,,34.217,-118.4421
240614071,12/21/2024 0:00,12/18/2024 0:00,1100,6,Hollywood,657,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1501,27,F,H,140,BALCONY*,,,IC,Invest Cont,440,,,,5400    ROMAINE                      ST,,34.0885,-118.3092
240913732,12/20/2024 0:00,12/18/2024 0:00,1730,9,Van Nuys,984,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1501,28,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,4300    CEDROS                       AV,,34.1495,-118.452
240122826,12/19/2024 0:00,12/18/2024 0:00,2240,1,Central,121,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,19,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,100 N  FIGUEROA                     ST,,34.0601,-118.2502
252004042,12/27/2024 0:00,12/18/2024 0:00,1243,20,Olympic,2036,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,47,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,600 S  BERENDO                      ST,,34.0579,-118.2941
241218105,12/18/2024 0:00,12/18/2024 0:00,1300,12,77th Street,1243,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,64,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,2000 W  65TH                         PL,,33.9798,-118.3134
240412227,12/18/2024 0:00,12/18/2024 0:00,1805,4,Hollenbeck,442,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,27,F,H,301,GAS STATION,,,IC,Invest Cont,442,,,,1800    MARENGO                      ST,,34.0586,-118.2119
240122814,12/18/2024 0:00,12/18/2024 0:00,930,1,Central,185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1609 1307,0,X,X,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,900 S  BROADWAY,,34.0423,-118.2561
241112903,12/26/2024 0:00,12/18/2024 0:00,1757,11,Northeast,1126,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,39,M,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,745,,,,5300    RABER                        ST,,34.1271,-118.1985
241611964,12/23/2024 0:00,12/18/2024 0:00,1220,16,Foothill,1653,2,354,THEFT OF IDENTITY,1822 1202 0917,61,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9900    TAMARACK                     AV,,34.2505,-118.41
240317137,12/20/2024 0:00,12/18/2024 0:00,1934,3,Southwest,398,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104,23,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,500 W  VERNON                       AV,,34.0074,-118.285
240614074,12/21/2024 0:00,12/18/2024 0:00,2230,6,Hollywood,648,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 1501,32,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331,,,,5700    HOLLYWOOD                    BL,,34.1017,-118.3136
251404084,12/21/2024 0:00,12/18/2024 0:00,2031,14,Pacific,1463,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),344,0,X,X,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,343,,,,12900 W  JEFFERSON                    BL,,33.9805,-118.4111
251004060,1/15/2025 0:00,12/18/2024 0:00,1745,10,West Valley,1088,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0913 0344,58,M,O,203,OTHER BUSINESS,,,AO,Adult Other,341,,,,16100    VENTURA                      BL,,34.1564,-118.4837
240122830,12/19/2024 0:00,12/18/2024 0:00,2150,1,Central,111,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,43,M,J,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,1000 N  ALAMEDA                      ST,,34.0615,-118.2412
240317118,12/19/2024 0:00,12/18/2024 0:00,2130,3,Southwest,337,1,330,BURGLARY FROM VEHICLE,0344 0385 1601 1300,35,F,H,101,STREET,,,IC,Invest Cont,330,,,,2900    KENWOOD                      AV,,34.0291,-118.2991
240614038,12/19/2024 0:00,12/18/2024 0:00,2100,6,Hollywood,647,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1501,28,M,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,341,,,,1500    VINE                         ST,,34.098,-118.3266
241416023,12/18/2024 0:00,12/18/2024 0:00,1500,14,Pacific,1464,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,12400    FIELDING CIRCLE,,33.9791,-118.4092
240122837,12/19/2024 0:00,12/18/2024 0:00,1910,1,Central,153,1,330,BURGLARY FROM VEHICLE,0344 1307,31,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,5TH                          ST,HILL,34.0488,-118.2518
240513396,12/21/2024 0:00,12/18/2024 0:00,2000,5,Harbor,526,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,33,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,ANAHEIM,LAGOON,33.7797,-118.2676
240122820,12/19/2024 0:00,12/18/2024 0:00,2015,1,Central,118,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,22,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1100 N  MAIN                         ST,,34.0633,-118.2336
241516117,12/19/2024 0:00,12/18/2024 0:00,2000,15,N Hollywood,1562,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,30,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,12800    MOORPARK                     ST,,34.1533,-118.4058
242113859,12/20/2024 0:00,12/18/2024 0:00,1900,21,Topanga,2137,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0209 1420 0394,28,F,H,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,341,,,,7300    DE SOTO                      AV,,34.2029,-118.5885
240412202,12/18/2024 0:00,12/18/2024 0:00,600,4,Hollenbeck,408,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1307 0329,36,M,H,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,745,,,,3500 N  LOCKE                        AV,,34.0858,-118.1803
241415985,12/19/2024 0:00,12/18/2024 0:00,2355,14,Pacific,1413,1,330,BURGLARY FROM VEHICLE,0344 1300,22,M,W,101,STREET,,,IC,Invest Cont,330,,,,200    DIMMICK                      AV,,34.0003,-118.4744
251404074,12/20/2024 0:00,12/18/2024 0:00,2,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,52,M,W,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,400    WORLD                        WY,,33.9455,-118.4
250504084,1/24/2025 0:00,12/18/2024 0:00,2000,5,Harbor,523,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,129,"TERMINAL, OTHER THAN MTA",,,IC,Invest Cont,341,,,,2000    JOHN S GIBSON                BL,,33.7566,-118.2896
240913725,12/19/2024 0:00,12/18/2024 0:00,1617,9,Van Nuys,941,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1501,21,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,5700 N  SEPULVEDA                    BL,,34.174,-118.4661
240513416,12/24/2024 0:00,12/18/2024 0:00,2210,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,710,OTHER PREMISE,,,IC,Invest Cont,341,,,,900 W  HARRY BRIDGE                 BL,,33.7626,-118.2687
240513424,12/23/2024 0:00,12/18/2024 0:00,1336,5,Harbor,513,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,,1400 W  PACIFIC COAST                HY,,33.7907,-118.2829
240122836,12/19/2024 0:00,12/18/2024 0:00,1935,1,Central,139,1,330,BURGLARY FROM VEHICLE,0344 1307,35,F,W,101,STREET,,,IC,Invest Cont,330,,,,3RD                          ST,ALAMEDA,34.0455,-118.2381
242014123,12/21/2024 0:00,12/18/2024 0:00,1800,20,Olympic,2001,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1602 0385 1822 0344,0,X,A,101,STREET,,,IC,Invest Cont,331,,,,400 N  VAN NESS                     AV,,34.0785,-118.3157
241815479,12/26/2024 0:00,12/18/2024 0:00,1405,18,Southeast,1844,1,480,BIKE - STOLEN,1822 0344,23,M,B,116,OTHER/OUTSIDE,,,IC,Invest Cont,480,,,,700 E  109TH                        ST,,33.9373,-118.263
240812623,12/18/2024 0:00,12/18/2024 0:00,1045,8,West LA,887,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0385 0344 1300,0,X,X,101,STREET,,,IC,Invest Cont,420,,,,2000 S  CANFIELD                     AV,,34.0453,-118.3909
250104012,12/29/2024 0:00,12/18/2024 0:00,1540,1,Central,162,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,44,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 S  HILL                         ST,,34.0462,-118.2585
241516097,12/18/2024 0:00,12/18/2024 0:00,1315,15,N Hollywood,1549,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 0325,35,M,X,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,11200    BURBANK                      BL,,34.1722,-118.375
